id,crawl_id,snapshot_id,platform,competitor,brand,category,date_posted,crawl_date,processed_date,grouped_date,user_url,user_username,user_profile_id,video_id,video_url,title,description,channel_id,channel_name,channel_verified,channel_subscriber_count,view_count,like_count,comment_count,published_at,engagement_metrics,content_analysis,video_metadata,channel_metadata,processing_metadata
r-jnVY8qFro_test_yt_1752403343,test_yt_1752403343,test_snapshot_yt_101,youtube,nutifood,growplus-nutifood,sua-bot-tre-em,2025-07-08 10:41:45.000000 UTC,2025-07-13 10:42:23.381232 UTC,2025-07-13 10:42:23.382127 UTC,2025-07-08,,,,r-jnVY8qFro,https://www.youtube.com/watch?v=r-jnVY8qFro,"VÄRNA DIABETES - ỔN ĐỊNH ĐƯỜNG HUYẾT, CẢ NHÀ AN TÂM!","Ba mẹ vẫn có thể thoải mái vận động và giữ cân bằng đường huyết hằng ngày với chế độ vận động và dinh dưỡng hợp lý. Kết hợp cùng Värna Diabetes - sữa dành cho người tiểu đường từ Nutifood Thụy Điển với chỉ số đường huyết thấp hỗ trợ ổn định đường huyết hiệu quả, đồng thời bổ sung MUFA, FUFA tốt cho tim mạch và hỗ trợ tăng sức đề kháng cùng các Vitamin và khoáng chất. Hãy để Värna Diabetes trở thành người bạn đồng hành lâu dài của mẹ trên hành trình sống khỏe đường dài với mức giá hợp lý chỉ 25,000VNĐhộp. Tham khảo và dùng thử sản phẩm tại: Nutifood Shop: https:ngoinhadinhduong.comproducts... Shopee: https:vn.shp.eeZPZBTUA Lazada: https:s.lazada.vns.grVja Tiktokshop: https:vt.tiktok.comZSh96gET6 #Varna #VarnaDiabetes #NutifoodThuyDien",UCWrg_PFo09xFsW00voXoU-Q,Nutifood - Chuyên Gia Dinh Dưỡng,false,188000,12898,0,0,2025-07-08 10:41:45.000000 UTC,"{""engagement_rate"":0,""total_engagement"":0}","{""comments_turned_off"":false,""description_links"":[{""text"":""https://ngoinhadinhduong.com/products..."",""url"":""https://ngoinhadinhduong.com/products/spddps-varna-diabetes-237mlx24hop""},{""text"":""https://vn.shp.ee/ZPZBTUA"",""url"":""https://vn.shp.ee/ZPZBTUA""},{""text"":""https://s.lazada.vn/s.grVja"",""url"":""https://s.lazada.vn/s.grVja""},{""text"":""https://vt.tiktok.com/ZSh96gET6/"",""url"":""https://vt.tiktok.com/ZSh96gET6/""},{""text"":""#Varna"",""url"":""https://www.youtube.com/hashtag/varna""},{""text"":""#VarnaDiabetes"",""url"":""https://www.youtube.com/hashtag/varnadiabetes""},{""text"":""#NutifoodThuyDien"",""url"":""https://www.youtube.com/hashtag/nutifoodthuydien""}],""hashtags"":[""varna"",""nutifoodthuydien"",""varnadiabetes""],""is_age_restricted"":false,""is_members_only"":false,""language"":""unknown"",""location"":"""",""sentiment_score"":0,""text_length"":743,""title_length"":52}","{""duration"":""00:00:24"",""duration_seconds"":24,""formats"":[],""is_short"":true,""order"":7,""thumbnail_url"":""https://i.ytimg.com/vi/r-jnVY8qFro/hqdefault.jpg?sqp=-oaymwEmCOADEOgC8quKqQMa8AEB-AH-DoACuAiKAgwIABABGGUgWShXMA8=&rs=AOn4CLC1G02FxdRSZ1YFdyikA2OAlDzQGw""}","{""about_info"":{""channelAvatarUrl"":""https://yt3.googleusercontent.com/H10A_dghEoCNgV1bMhaXET52WM9OvmEIrJZ0rohIlyPPyTezV5vcy9W422ndKhFyN7KH6LwQBA=s160-c-k-c0x00ffffff-no-rj"",""channelBannerUrl"":""https://yt3.googleusercontent.com/BbqnjPGJx97wF6F9-_U1_tUoUe3Ia4tuDXPdruaAtKoNXxgG_UXvMcvLtFhxMD0YwJ4hIBa7=w2560-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj"",""channelDescription"":""Với slogan “Giải pháp dinh dưỡng của chuyên gia”, được coi là kim chỉ nam cho định hướng hoạt động của mình, NutiFood đầu tư mạnh mẽ vào nghiên cứu phát triển sản phẩm dinh dưỡng chuyên biệt. Với sự hợp tác của các chuyên gia dinh dưỡng trong và ngoài nước, NutiFood là công ty đầu tiên trong nước đưa ra thị trường các loại sữa đặc trị dành cho người bệnh có thể nuôi ăn qua ống thông dạ dày với giá chỉ hơn phân nửa so với sản phẩm nhập ngoại; sản phẩm đặc trị cho người bệnh tiểu đường, cho trẻ biếng ăn, cho người béo phì; các dòng sản phẩm theo vòng đời từ trẻ sơ sinh, đến các lứa tuổi cần phát triển trí não, phát triển chiều cao, cho bà mẹ mang thai và cho con bú, cho đến người già cần bổ sung canxi…Gần đây, nghiên cứu thành công Grow PLUS + là sản phẩm duy nhất trên thị trường dành cho trẻ suy dinh dưỡng thấp còi, được người tiêu dùng nhiệt tình ủng hộ. \n\n“Trước khi là một chuyên gia, chúng tôi nhìn cuộc sống bằng trái tim của người làm cha, làm mẹ”."",""channelDescriptionLinks"":[{""text"":""Website"",""url"":""http://nutifood.com.vn/""},{""text"":""Website"",""url"":""https://nutifoodsweden.com/""},{""text"":""NutiFood Việt Nam"",""url"":""https://www.facebook.com/nutifoodvietnam""},{""text"":""NutiFood Sweden"",""url"":""https://www.facebook.com/nutifoodsweden""},{""text"":""GrowPLUS+ NutiFood"",""url"":""https://www.facebook.com/GrowPLUScuaNutiFood/""},{""text"":""NutiFood"",""url"":""https://www.facebook.com/Visuckhoelakimcuong/""}],""channelId"":""UCWrg_PFo09xFsW00voXoU-Q"",""channelJoinedDate"":""Jun 12, 2013"",""channelLocation"":""Vietnam"",""channelName"":""Nutifood - Chuyên Gia Dinh Dưỡng"",""channelTotalVideos"":403,""channelTotalViews"":308443793,""channelUrl"":""https://www.youtube.com/channel/UCWrg_PFo09xFsW00voXoU-Q"",""channelUsername"":""NutiFoodVietNam"",""inputChannelUrl"":""https://www.youtube.com/@NutiFoodVietNam"",""isAgeRestricted"":false,""isChannelVerified"":false,""numberOfSubscribers"":188000},""avatar_url"":""https://yt3.googleusercontent.com/H10A_dghEoCNgV1bMhaXET52WM9OvmEIrJZ0rohIlyPPyTezV5vcy9W422ndKhFyN7KH6LwQBA=s160-c-k-c0x00ffffff-no-rj"",""banner_url"":""https://yt3.googleusercontent.com/BbqnjPGJx97wF6F9-_U1_tUoUe3Ia4tuDXPdruaAtKoNXxgG_UXvMcvLtFhxMD0YwJ4hIBa7=w2560-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj"",""description"":""Với slogan Giải pháp dinh dưỡng của chuyên gia, được coi là kim chỉ nam cho định hướng hoạt động của mình, NutiFood đầu tư mạnh mẽ vào nghiên cứu phát triển sản phẩm dinh dưỡng chuyên biệt. Với sự hợp tác của các chuyên gia dinh dưỡng trong và ngoài nước, NutiFood là công ty đầu tiên trong nước đưa ra thị trường các loại sữa đặc trị dành cho người bệnh có thể nuôi ăn qua ống thông dạ dày với giá chỉ hơn phân nửa so với sản phẩm nhập ngoại; sản phẩm đặc trị cho người bệnh tiểu đường, cho trẻ biếng ăn, cho người béo phì; các dòng sản phẩm theo vòng đời từ trẻ sơ sinh, đến các lứa tuổi cần phát triển trí não, phát triển chiều cao, cho bà mẹ mang thai và cho con bú, cho đến người già cần bổ sung canxiGần đây, nghiên cứu thành công Grow PLUS  là sản phẩm duy nhất trên thị trường dành cho trẻ suy dinh dưỡng thấp còi, được người tiêu dùng nhiệt tình ủng hộ. Trước khi là một chuyên gia, chúng tôi nhìn cuộc sống bằng trái tim của người làm cha, làm mẹ."",""description_links"":[{""text"":""Website"",""url"":""http://nutifood.com.vn/""},{""text"":""Website"",""url"":""https://nutifoodsweden.com/""},{""text"":""NutiFood Việt Nam"",""url"":""https://www.facebook.com/nutifoodvietnam""},{""text"":""NutiFood Sweden"",""url"":""https://www.facebook.com/nutifoodsweden""},{""text"":""GrowPLUS+ NutiFood"",""url"":""https://www.facebook.com/GrowPLUScuaNutiFood/""},{""text"":""NutiFood"",""url"":""https://www.facebook.com/Visuckhoelakimcuong/""}],""joined_date"":""Jun 12, 2013"",""location"":""Vietnam"",""total_videos"":403,""total_views"":308443793,""username"":""NutiFoodVietNam""}","{""data_quality_score"":0.75,""processing_version"":""1.0.0"",""schema_version"":""1.0.0""}"
